Species Name,Eco-regions,Source,Scientific Name,Kingdom,Phylum,Class,Order,Family,Genus,Species,Canonical Name,Authorship,Status,Rank,Match Type,Basionym,Common Names
Commiphora mukul,khathiar gir dry deciduous forests,A Trees dataset,Commiphora mukul (Hook. ex Stocks) Engl.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Commiphora,Commiphora wightii,Commiphora mukul,,SYNONYM,SPECIES,EXACT,,No common names found
Dicliptera abuensis,khathiar gir dry deciduous forests,A Trees dataset,Dicliptera abuensis Blatt.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Dicliptera,Dicliptera abuensis,Dicliptera abuensis,,ACCEPTED,SPECIES,EXACT,,No common names found
Diospyros spp.,khathiar gir dry deciduous forests,A Trees dataset,Diospyros L.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,,Diospyros,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Emblica officinalis,khathiar gir dry deciduous forests,A Trees dataset,Emblica officinalis Gaertn.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus emblica,Emblica officinalis,,SYNONYM,SPECIES,EXACT,,No common names found
Euphorbia caducifolia,khathiar gir dry deciduous forests,A Trees dataset,Euphorbia caducifolia Haines,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia caducifolia,Euphorbia caducifolia,,ACCEPTED,SPECIES,EXACT,,Leafless Milk Hedge
Grewia tenax,khathiar gir dry deciduous forests,A Trees dataset,Grewia tenax (Forssk.) Fiori,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,Grewia tenax,Grewia tenax,,ACCEPTED,SPECIES,EXACT,,"Raisin Bush, गोंडनी Gondni, Kaladi, White Crossberry, Gagan, Kanger, Phalsa Cherry"
Grewia villosa,khathiar gir dry deciduous forests,A Trees dataset,Grewia villosa Willd.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Grewia,Grewia villosa,Grewia villosa,,ACCEPTED,SPECIES,EXACT,,"Gangeti, Jaane mara, Mallow raisin, Thottukalla"
Maytenus emarginata,khathiar gir dry deciduous forests,A Trees dataset,Celastraceae,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,,,Celastraceae,,ACCEPTED,FAMILY,HIGHERRANK,,"Thandisamaram/Mulmaram, Baikal"
Securinega leucopyrus,khathiar gir dry deciduous forests,A Trees dataset,Flueggea Willd.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Flueggea,,Flueggea,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Strobilanthes halbergii,khathiar gir dry deciduous forests,A Trees dataset,Strobilanthes hallbergii Blatt.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Strobilanthes,Strobilanthes hallbergii,Strobilanthes hallbergii,,ACCEPTED,SPECIES,FUZZY,,No common names found
Veronica anagallis,khathiar gir dry deciduous forests,A Trees dataset,"Veronica anagallis Tate, 1885",Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica anagallis,Veronica anagallis,,ACCEPTED,SPECIES,EXACT,,Water Speedwell
Ageratum conyzoides,nan,A Trees dataset,Ageratum conyzoides L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratum,Ageratum conyzoides,Ageratum conyzoides,,ACCEPTED,SPECIES,EXACT,,"Gondhoa-bon, Pampillu, Gendali-bon, Poom pillu, White weed, Goat Weed, Pokasunga, Murianpacha, Undai, Appa, Kattappa, Kumminnipacha, Visadodi, Appa grass, Gendhua Bon (Ass.)"
Bauhinia racemosa,"malabar coast moist forests, na",A Trees dataset,Bauhinia racemosa Lam.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Bauhinia,Bauhinia racemosa,Bauhinia racemosa,,ACCEPTED,SPECIES,EXACT,,"Kotapuli, தாதகி Tataki, കുടബുളി Kutabuli, Burmese Silk Orchid, Kokkumandharai, अपटा Apta, Malamandaram, ಅರಳುಕದುಮನ್ದರ Aralukadumandara, Atti, తెల్ల ఆరెచెట్టు Tella Arecettu, Sona-tree, यमलपत्रक Yamalapatrakah, Achalu, ஆத்தி Atti, Aatthi, ಅಪ್ತಾ Aapta, Mandaram, Gurial, Aathimaram, युग्मपत्र Yugmapatra, Aasa mara, Aathi, आप्टो Apto, कठमूली Katmauli, Kudambulimandaram, Bidi Leaf Tree, അരംപാലി Arampaali, सोना Sona, तरुल Tarul, മലയത്തി Malayaththi, Arampali, Archi, Malayathi, આપ્ટો Apto, Aasa Mara"
Lantana camara,nan,A Trees dataset,Lantana camara L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,Lantana camara,Lantana camara,,ACCEPTED,SPECIES,EXACT,,"Unnichedi, Rozagida, Eedamakki, Nandhana chedi, Kongini, Vanacchedi, Arippoo, Raimuniya, Aripu, Konkini, Gu-phul, உன்னிச்செடி Unnichedi, Caturang, Kakke, Jimikki malli, Lantana, থীরৈ Thirei, Wild sage, Unni Chedi, Unni chedi, Paralai chedi, Nongballei, Lantana weed, Dieng-sohpangkhlieh, Tantani, Natahu, সম্বল লৈ Samballei, Pulikampa, Gubon, Tantani तणतणी, Arippoochedi, Ghaneri घाणेरी, Common Lantana, Arasimala, Raimuniya राईमुनिया"
Populus deltoides,nan,A Trees dataset,Populus deltoides W.Bartram ex Marshall,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus deltoides,Populus deltoides,,ACCEPTED,SPECIES,EXACT,,Eastern Cottonwood
Rhododendron barbatum,nan,A Trees dataset,Rhododendron barbatum Wall. ex G.Don,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron barbatum,Rhododendron barbatum,,ACCEPTED,SPECIES,EXACT,,No common names found
Rhododendron grande,nan,A Trees dataset,Rhododendron grande Wight,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron grande,Rhododendron grande,,ACCEPTED,SPECIES,EXACT,,No common names found
Vernonia cinerea,nan,A Trees dataset,Vernonia cinerea (L.) Less.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cyanthillium,Cyanthillium cinereum,Vernonia cinerea,,SYNONYM,SPECIES,EXACT,,"Ash colored fleabane, Purple Fleabane, Ash-coloured Fleabane, Pirina, Sahadevi, Poovamkurunthala, Purple fleabane, Puvamkozhinjal, Mookutthipoondu, Puvankurunal, Kukshim"
Aerva spp.,thar desert,A Trees dataset,Aerva Forssk.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Aerva,,Aerva,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Aristida adscensionis,"thar desert, na",A Trees dataset,Aristida adscensionis L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida adscensionis,Aristida adscensionis,,ACCEPTED,SPECIES,EXACT,,No common names found
Calligonum polygonoides,thar desert,A Trees dataset,Calligonum polygonoides L.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Calligonum,Calligonum polygonoides,Calligonum polygonoides,,ACCEPTED,SPECIES,EXACT,,Phog
Calotropis spp.,thar desert,A Trees dataset,,,,,,,,,,,,,,,No common names found
Cenchrus biflorus,"thar desert, na",A Trees dataset,Cenchrus biflorus Roxb.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus biflorus,Cenchrus biflorus,,ACCEPTED,SPECIES,EXACT,,No common names found
Crotalaria spp.,thar desert,A Trees dataset,Crotalaria L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,,Crotalaria,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Cympogon spp.,thar desert,A Trees dataset,,,,,,,,,,,,,,,No common names found
Cyperus spp.,thar desert,A Trees dataset,Cyperus L.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,,Cyperus,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Eleusine spp.,thar desert,A Trees dataset,Eleusine Gaertn.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eleusine,,Eleusine,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Eragrostis spp.,thar desert,A Trees dataset,Eragrostis Wolf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,,Eragrostis,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Haloxylon recurvum,thar desert,A Trees dataset,Haloxylon recurvum (Moq.) Bunge ex Boiss.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Soda,Soda stocksii,Haloxylon recurvum,,SYNONYM,SPECIES,EXACT,,No common names found
Haloxylon salicornicum,thar desert,A Trees dataset,Haloxylon salicornicum (Moq.) Bunge ex Boiss.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Haloxylon,Haloxylon salicornicum,Haloxylon salicornicum,,ACCEPTED,SPECIES,EXACT,,No common names found
Lasiurus scindicus,"thar desert, na",A Trees dataset,Lasiurus scindicus Henrard,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Lasiurus,Lasiurus scindicus,Lasiurus scindicus,,ACCEPTED,SPECIES,EXACT,,No common names found
Panicum spp.,thar desert,A Trees dataset,Panicum L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,,Panicum,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Sporobolus spp.,thar desert,A Trees dataset,Sporobolus R.Br.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sporobolus,,Sporobolus,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Tamrix aphylla,thar desert,A Trees dataset,Tamarix aphylla (L.) H.Karst.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix,Tamarix aphylla,Tamarix aphylla,,ACCEPTED,SPECIES,FUZZY,,No common names found
Zizyphus mauritiana,"thar desert, lower gangetic plains moist deciduous forests",A Trees dataset,Zizyphus mauritiana Lam.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Ziziphus,Ziziphus mauritiana,Zizyphus mauritiana,,SYNONYM,SPECIES,EXACT,,No common names found
Saccharum benghalense,upper gangetic plains moist deciduous forests,A Trees dataset,Saccharum bengalense Retz.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Tripidium,Tripidium bengalense,Saccharum bengalense,,SYNONYM,SPECIES,FUZZY,,No common names found
Saccharum narenga,upper gangetic plains moist deciduous forests,A Trees dataset,"Saccharum narenga Wall., 1848",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Saccharum,Saccharum narenga,Saccharum narenga,,ACCEPTED,SPECIES,EXACT,,No common names found
Terminalia belerica,upper gangetic plains moist deciduous forests,A Trees dataset,Terminalia bellirica (Gaertn.) Roxb.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Terminalia,Terminalia bellirica,Terminalia bellirica,,ACCEPTED,SPECIES,FUZZY,,No common names found
Vetiveria zizanioides,upper gangetic plains moist deciduous forests,A Trees dataset,"Vetiveria zizanioides Stapf, 1906",Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Vetiveria,Vetiveria zizanioides,Vetiveria zizanioides,,ACCEPTED,SPECIES,EXACT,,"Vetiver, Cuscus grass, Ramacham, Khus-khus, Vettiver, Khas-khas"
Bruguiera spp,godavari krishna mangroves,A Trees dataset,Bruguiera Lam.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Rhizophoraceae,Bruguiera,,Bruguiera,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Calamus tenuis,lower gangetic plains moist deciduous forests,A Trees dataset,Calamus tenuis Roxb.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Calamus,Calamus tenuis,Calamus tenuis,,ACCEPTED,SPECIES,EXACT,,"Chachi-bet/ Jati-bet, Garla bithra, Jeing, Jatibet"
Dalbergia sisso,lower gangetic plains moist deciduous forests,A Trees dataset,Dalbergia sissoo Roxb. ex DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dalbergia,Dalbergia sissoo,Dalbergia sissoo,,ACCEPTED,SPECIES,FUZZY,,"विलायती शीशम Vilayati Shisham, Eetti, Sisu-goch, Bombay Blackwood, தோதகத்தி Totakatti, ഈട്ടി Iitti, Malabar Rosewood, Java Palisandre, വീട്ടി Viitti, Indian Palisandre, കരിവീട്ടി Karivittti, Vel-eeti, Sisu, काळारुख Kalarukh, काला शीशम Kala-shisham, Veeti, Indian Rosewood, Blackwood Tree, सीसो Siso, शिसव Sisau, Indian Blackwood, East Indian Rosewood, Eeti, Roseta Rosewood, Chelaveeti, ఇరుగుడుచెట్టు Iruguducettu, நூக்கம் Nukkam, ಬೀಟೆ Beete, शिंशपा Shinshapa, Rosewood, Malabar blackwood, Thodhagathi, Iruvadi, Shisham, Black Rosewood, Sissoo"
Duabanga sonneratioides,lower gangetic plains moist deciduous forests,A Trees dataset,Duabanga sonneratioides Buch.-Ham.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Duabanga,Duabanga grandiflora,Duabanga sonneratioides,,SYNONYM,SPECIES,EXACT,,No common names found
Laportea crenulata,lower gangetic plains moist deciduous forests,A Trees dataset,Urticaceae,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,,,Urticaceae,,ACCEPTED,FAMILY,HIGHERRANK,,No common names found
Madhuca latifolia,lower gangetic plains moist deciduous forests,A Trees dataset,Madhuca latifolia (Roxb.) J.F.Macbr.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Madhuca,Madhuca longifolia,Madhuca latifolia,,SYNONYM,SPECIES,EXACT,,No common names found
Ochna pumila,lower gangetic plains moist deciduous forests,A Trees dataset,Ochna pumila Buch.-Ham. ex DC.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Ochnaceae,Ochna,Ochna pumila,Ochna pumila,,ACCEPTED,SPECIES,EXACT,,No common names found
Phoenix acaulis,lower gangetic plains moist deciduous forests,A Trees dataset,Phoenix acaulis Roxb.,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,Phoenix acaulis,Phoenix acaulis,,ACCEPTED,SPECIES,EXACT,,No common names found
Pterspermum acerifolium,lower gangetic plains moist deciduous forests,A Trees dataset,Pterospermum acerifolium (L.) Willd.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pterospermum,Pterospermum acerifolium,Pterospermum acerifolium,,ACCEPTED,SPECIES,FUZZY,,No common names found
Sterculia vilosa,lower gangetic plains moist deciduous forests,A Trees dataset,Sterculia villosa Roxb.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sterculia,Sterculia villosa,Sterculia villosa,,ACCEPTED,SPECIES,FUZZY,,No common names found
Themeda quadrivalvis,lower gangetic plains moist deciduous forests,A Trees dataset,Themeda quadrivalvis (L.) Kuntze,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Themeda,Themeda quadrivalvis,Themeda quadrivalvis,,ACCEPTED,SPECIES,EXACT,,No common names found
Abies densa,nan,A Trees dataset,Abies densa Griff.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies densa,Abies densa,,ACCEPTED,SPECIES,EXACT,,"Gobra, Sikkim Fir, Gobria, Salla, Dhunsing, Xi jin leng shan"
Actinodaphne hookeri,nan,A Trees dataset,Actinodaphne Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Actinodaphne,,Actinodaphne,,ACCEPTED,GENUS,HIGHERRANK,,"Tali, पीसा Pisa, Tudgensu, Jharchampa, Pisa, Galavaara"
Aerva persica,nan,A Trees dataset,Aerva persica (Burm.fil.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Aerva,Aerva javanica,Aerva persica,,SYNONYM,SPECIES,EXACT,,"Pulaippoo, Bui' Or 'buari', Perumpeelai"
Aristida funiculata,nan,A Trees dataset,Aristida funiculata Trin. & Rupr.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida,Aristida funiculata,Aristida funiculata,,ACCEPTED,SPECIES,EXACT,,No common names found
Bromus japonicus,nan,A Trees dataset,Bromus japonicus Houtt.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,Bromus japonicus,Bromus japonicus,,ACCEPTED,SPECIES,EXACT,,No common names found
Cedrus deodara,nan,A Trees dataset,Cedrus deodara (Lamb.) G.Don,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Cedrus,Cedrus deodara,Cedrus deodara,,ACCEPTED,SPECIES,EXACT,,"देवदार Devdar, Devataram, Deodar Cedar, Himalayan Cedar, Devadaram, Devadaru, Devadarus, Devdar"
Celtis australis,nan,A Trees dataset,Celtis australis L.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis,Celtis australis,Celtis australis,,ACCEPTED,SPECIES,EXACT,,"Mohita, European hackberry"
Dactyloctenium aegyptium,nan,A Trees dataset,Dactyloctenium aegyptium (L.) Willd.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactyloctenium,Dactyloctenium aegyptium,Dactyloctenium aegyptium,,ACCEPTED,SPECIES,EXACT,,"Crow foot grass, Kakkakalan pullu, Kavarapullu, Crowfoot Grass, Egyptian grass, Egyptian Finger Grass"
Digitaria stewartiana,nan,A Trees dataset,Digitaria stewartiana Bor,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,Digitaria stewartiana,Digitaria stewartiana,,ACCEPTED,SPECIES,EXACT,,No common names found
Flacourtia montana,nan,A Trees dataset,Flacourtia montana J.Graham,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Flacourtia,Flacourtia montana,Flacourtia montana,,ACCEPTED,SPECIES,EXACT,,"Kakkade Hannu Mara, Charalpazham, Caralvvzham, Chalirinpazham, ಅಟ್ಟಕ Attak, ചരല്‍വ്വഴം Caralvvazham, Nayibela, અટ્ટક Attak, अटक Atak, चामफर Chamfar, Raan-tambut, Gajale, Atlak, Charalmaram, Chalirpazham, Painellicka, Attak, ಹೆಣ್ಣು ಸಮ್ಪಿಗೆ Hennu Sampige, Champari, Chapar, Vayyamkaitha, Mountain Sweet Thorn, Chamfer, Kattuloika, Muripacha, Hennu Sampige, रान तांबूट Raan-tambut, Tar-bor"
Glochidion assamicum,nan,A Trees dataset,Glochidion assamicum (Müll.Arg.) Hook.f.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,Glochidion ellipticum,Glochidion assamicum,,SYNONYM,SPECIES,EXACT,,No common names found
Glochidion hirsutum,nan,A Trees dataset,Glochidion hirsutum (Roxb.) Voigt,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Glochidion,Glochidion zeylanicum,Glochidion hirsutum,,SYNONYM,SPECIES,EXACT,,No common names found
Holarrhena pubescens,nan,A Trees dataset,Holarrhena pubescens (Buch.-Ham.) Wall. ex G.Don,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Holarrhena,Holarrhena pubescens,Holarrhena pubescens,,ACCEPTED,SPECIES,EXACT,,"कडवा इंद्रजव Karva Indrajau, Kewar, కోలముక్కు Kolamukku, Dhulkari, Bitter Oleander, Korwa, কুটজ Kutaja, కొడిసెపాల Kodisepala, Kodumarkan-bijai, Kadu-indrajau, Dudh-kori, గిరిమల్లిక Girimallika, कुडॉ Kudo, Sentery Rose Bay, Kudagapala, குடசப்பாலை Kutaca-p-palai, Amkuda-vittulu, Alippe, Kudasa paalai, કડવો ઇન્દ્રજવ Kadavo Indrajav, Kadalapala, वत्सक Vatsaka, Ivory tree, Dudkhuri, कुटज Kutaja, Kadavelapparintholi, Keor, కొండమల్లె Kondamalle, Sakraasana, Kherwa, इंद्रजव Indrajav, Tellicherry tree, Pitakorwa, इंद्रयव Indrayava, पांढरा कुडा Pandhra Kuda, Sakraparyaaya, Koodsaloo, കുടകപ്പാല Kutakappaala, Korchie, Ester tree, కుటజము Kutajamu, Conessi bark, Dudhia, Tita-indrajau, Kudasam, மலைமல்லிகை Mlaimllikai, अन्दुसुरुन् Andusurun, Dudh-goch, கிரிமல்லிகை Kirimllikai, Indrajao, Kurwa, Kurchi, Tellicherry Bark, Connessi Bark"
Juniperus communis,nan,A Trees dataset,Juniperus communis L.,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,Juniperus communis,,ACCEPTED,SPECIES,EXACT,,"Common Juniper, Ground Juniper"
Juniperus recurva,nan,A Trees dataset,Juniperus recurva Buch.-Ham. ex D.Don,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus recurva,Juniperus recurva,,ACCEPTED,SPECIES,EXACT,,"Drooping Juniper, Coffin Juniper"
Juniperus wallichiana,nan,A Trees dataset,Juniperus wallichiana Hook.f. & Thomson ex E.Brandis,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus indica,Juniperus wallichiana,,SYNONYM,SPECIES,EXACT,,No common names found
Litsea glabrata,nan,A Trees dataset,Litsea glabrata (Wall. ex Nees) Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Litsea,Litsea glabrata,Litsea glabrata,,ACCEPTED,SPECIES,EXACT,,"Ungakanni, Ongakanni"
Lonicera tomentella,nan,A Trees dataset,Lonicera tomentella Hook.fil. & Thomson,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera tomentella,Lonicera tomentella,,ACCEPTED,SPECIES,EXACT,,Honeysuckle
Lumnitzera littorea,nan,A Trees dataset,Lumnitzera littorea (Jack) Voigt,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Combretaceae,Lumnitzera,Lumnitzera littorea,Lumnitzera littorea,,ACCEPTED,SPECIES,EXACT,,Red Teruntum
Manilkara littoralis,nan,A Trees dataset,Manilkara littoralis (Kurz) Dubard,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Manilkara,Manilkara littoralis,Manilkara littoralis,,ACCEPTED,SPECIES,EXACT,,Andaman Bullet-wood
Myristica andamanica,nan,A Trees dataset,Myristica andamanica Hook.fil.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Myristica,Myristica andamanica,Myristica andamanica,,ACCEPTED,SPECIES,EXACT,,No common names found
Myristica longifolia,nan,A Trees dataset,Knema Lour.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae,Knema,,Knema,,ACCEPTED,GENUS,HIGHERRANK,,No common names found
Pandanus tectorius,nan,A Trees dataset,Pandanus tectorius Parkinson ex Du Roi,Plantae,Tracheophyta,Liliopsida,Pandanales,Pandanaceae,Pandanus,Pandanus tectorius,Pandanus tectorius,,ACCEPTED,SPECIES,EXACT,,Veitch's Screwpine
Panicum turgidum,nan,A Trees dataset,Panicum turgidum Forssk.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum turgidum,Panicum turgidum,,ACCEPTED,SPECIES,EXACT,,No common names found
Phleum alpinum,nan,A Trees dataset,Phleum alpinum L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Phleum,Phleum alpinum,Phleum alpinum,,ACCEPTED,SPECIES,EXACT,,No common names found
